Accident_Severity	Day_of_Week	Weather_Conditions	Road_Surf	Light_Conditions
fatal	Fri	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Fri	Fine	Wet	Day
fatal	Fri	Fine	Dry	Day
fatal	Sun	Fine	Wet	Day
fatal	Thu	Unkn	Dry	Day
fatal	Mon	Fog/Mist	Wet	Day
fatal	Tue	Fine	Dry	Day
fatal	Mon	Fine	Wet	Day
fatal	Tue	Fine	Dry	Day
fatal	Thu	Unkn	Wet	Day
fatal	Wed	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Thu	Fine	Wet	Day
fatal	Sun	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Fri	Rain	Wet	Day
fatal	Sat	Fine	Dry	Day
fatal	Sun	Fine	Wet	Day
fatal	Tue	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Sat	Fine	Wet	Day
fatal	Fri	Fine	Dry	Day
fatal	Mon	Fine	Wet	Day
fatal	Tue	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Tue	Rain	Wet	Day
fatal	Sun	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Fri	Fine	Wet	Day
fatal	Tue	Rain	Wet	Day
fatal	Wed	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Mon	Rain	Wet	Day
fatal	Fri	Rain	Wet	Day
fatal	Fri	Rain	Wet	Day
fatal	Sat	Fine	Dry	Day
fatal	Sat	Fine	Wet	Day
fatal	Sat	Fine	Dry	Day
fatal	Sun	Rain	Wet	Day
fatal	Mon	Fine+hw	Flood	Day
fatal	Wed	Fine	Wet	Day
fatal	Fri	Fine	Dry	Day
fatal	Wed	Fine	Wet	Day
fatal	Tue	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Wed	Fine	Wet	Day
fatal	Tue	Other	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Thu	Fine	Wet	Day
fatal	Mon	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Fri	Fine	Wet	Day
fatal	Sun	Fine	Wet	Day
fatal	Sun	Rain	Wet	Day
fatal	Sun	Rain+hw	Wet	Day
fatal	Sat	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Wed	-1	Other	Day
fatal	Wed	Fine	Dry	Day
fatal	Thu	Fine	Wet	Day
fatal	Wed	Rain+hw	Wet	Day
fatal	Sat	-1	Other	Day
fatal	Sun	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Tue	Unkn	Dry	Day
fatal	Wed	Unkn	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Wed	Rain+hw	Wet	Day
fatal	Sun	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Thu	Other	Dry	Day
fatal	Tue	Rain	Wet	Day
fatal	Sat	Fine	Wet	Day
fatal	Tue	Fine	Dry	Day
fatal	Sat	Rain	Wet	Day
fatal	Mon	Fine	Dry	Day
fatal	Tue	Fine	Wet	Day
fatal	Sun	Rain	Wet	Day
fatal	Thu	Fine	Wet	Day
fatal	Tue	Fine	Wet	Day
fatal	Mon	Fine	Wet	Day
fatal	Thu	Fine	Wet	Day
fatal	Tue	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Sun	Rain	Wet	Day
fatal	Mon	Fine	Dry	Day
fatal	Sat	Fine	Wet	Day
fatal	Tue	Other	Frost	Day
fatal	Mon	Fine	Wet	Day
fatal	Fri	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Sun	Fine	Wet	Day
fatal	Fri	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Wed	Rain	Wet	Day
fatal	Thu	Fine	Dry	Day
fatal	Wed	Rain	Wet	Day
fatal	Mon	Fine	Dry	Day
fatal	Thu	Fine	Wet	Day
fatal	Mon	Fine	Wet	Day
fatal	Sat	Fine	Wet	Day
fatal	Thu	Fine	Wet	Day
fatal	Tue	Other	Wet	Day
fatal	Thu	Fine	Wet	Day
fatal	Tue	Fine	Dry	Day
fatal	Fri	Fine+hw	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Sat	Fine	Wet	Day
fatal	Tue	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Sat	Other	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Sat	Other	Wet	Day
fatal	Sat	Rain	Wet	Day
fatal	Fri	Fine	Wet	Day
fatal	Tue	Other	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Mon	Other	Dry	Day
fatal	Tue	Fine	Frost	Day
fatal	Tue	Fine	Frost	Day
fatal	Fri	Fine	Frost	Day
fatal	Mon	Rain	Wet	Day
fatal	Sun	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Tue	Fine	Wet	Day
fatal	Fri	Fine	Dry	Day
fatal	Sun	Fine	Wet	Day
fatal	Thu	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Tue	Fine	Wet	Day
fatal	Mon	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Sat	Fine	Wet	Day
fatal	Mon	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Sun	Rain+hw	Wet	Day
fatal	Sat	Fine	Dry	Day
fatal	Sat	Rain	Wet	Day
fatal	Tue	Fine	Dry	Day
fatal	Sat	Fog/Mist	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Fri	Unkn	Dry	Day
fatal	Fri	Rain	Wet	Day
fatal	Wed	Fine	Wet	Day
fatal	Thu	Fine	Dry	Day
fatal	Thu	Fine+hw	Wet	Day
fatal	Sun	Rain	Wet	Day
fatal	Wed	Fine	Wet	Day
fatal	Wed	Fine	Dry	Day
fatal	Sun	Fine+hw	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Sat	Fine	Dry	Day
fatal	Wed	Fine	Wet	Day
fatal	Fri	Fine	Dry	Day
fatal	Tue	Fine	Wet	Day
fatal	Tue	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Sat	Unkn	Dry	Day
fatal	Wed	Fine	Wet	Day
fatal	Mon	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Wed	Rain	Wet	Day
fatal	Wed	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Thu	Rain	Wet	Day
fatal	Sun	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Fri	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Thu	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Tue	Fine	Dry	Day
fatal	Wed	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Sun	Fine	Dry	Day
fatal	Mon	Fine	Dry	Day
fatal	Sat	Other	Wet	Day
fatal	Sat	Fine	Dry	Night
fatal	Thu	Fine	Wet	Night
fatal	Sat	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Wed	Fine	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Wed	Fog/Mist	Frost	Night
fatal	Sat	Rain	Wet	Night
fatal	Wed	Rain	Wet	Night
fatal	Mon	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Tue	Unkn	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Mon	Rain	Wet	Night
fatal	Mon	Fog/Mist	Wet	Night
fatal	Wed	Fine	Dry	Night
fatal	Sat	Rain	Wet	Night
fatal	Tue	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Wed	Fine	Wet	Night
fatal	Tue	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Thu	Unkn	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Sun	Fine	Wet	Night
fatal	Fri	Rain	Wet	Night
fatal	Wed	Fine	Dry	Night
fatal	Sat	Rain	Wet	Night
fatal	Fri	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Mon	Unkn	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Thu	Fine	Wet	Night
fatal	Sun	Unkn	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Wet	Night
fatal	Mon	Rain	Wet	Night
fatal	Wed	Rain	Wet	Night
fatal	Mon	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Thu	Fine	Wet	Night
fatal	Fri	Fine	Wet	Night
fatal	Tue	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Fri	Rain	Wet	Night
fatal	Mon	Fine	Dry	Night
fatal	Wed	Rain	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sat	Fine	Wet	Night
fatal	Wed	Fog/Mist	Wet	Night
fatal	Wed	Fine	Dry	Night
fatal	Tue	Fine	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Fine	Wet	Night
fatal	Mon	Fine	Dry	Night
fatal	Fri	Rain	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sat	Rain	Wet	Night
fatal	Sat	Fine	Dry	Night
fatal	Sat	Rain	Wet	Night
fatal	Sat	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Wed	Rain	Wet	Night
fatal	Sat	Fine	Dry	Night
fatal	Fri	Other	Wet	Night
fatal	Fri	Rain	Wet	Night
fatal	Wed	Other	Wet	Night
fatal	Sat	Rain+hw	Wet	Night
fatal	Tue	Rain+hw	Wet	Night
fatal	Thu	Fine	Wet	Night
fatal	Fri	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Mon	Fine	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Sun	Rain	Wet	Night
fatal	Sun	Fine+hw	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Rain	Wet	Night
fatal	Fri	Fine	Dry	Night
fatal	Mon	Rain	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Fri	Fine	Wet	Night
fatal	Mon	Rain	Wet	Night
fatal	Mon	Fine	Wet	Night
fatal	Wed	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Tue	Rain	Wet	Night
fatal	Fri	Fine	Wet	Night
fatal	Tue	Fine	Wet	Night
fatal	Wed	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Tue	Fine	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Wed	Fine	Wet	Night
fatal	Mon	Fine	Dry	Night
fatal	Sat	Fine	Wet	Night
fatal	Tue	Fine	Dry	Night
fatal	Sat	Rain	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Sun	Fine	Wet	Night
fatal	Tue	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Tue	Fine	Wet	Night
fatal	Fri	Fine	Dry	Night
fatal	Sat	Fine	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Thu	Fine	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Sat	Rain	Wet	Night
fatal	Thu	Fine	Wet	Night
fatal	Wed	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Thu	Fine	Wet	Night
fatal	Fri	Rain	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Wed	Fine	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Thu	Rain	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Mon	Rain+hw	Wet	Night
fatal	Wed	Fine+hw	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Tue	Fine	Frost	Night
fatal	Sun	Fine	Wet	Night
fatal	Fri	Fine	Wet	Night
fatal	Sat	Fine	Dry	Night
fatal	Fri	Fine	Wet	Night
fatal	Mon	Fine	Wet	Night
fatal	Mon	Rain	Wet	Night
fatal	Sat	Rain+hw	Wet	Night
fatal	Fri	Fine	Dry	Night
fatal	Mon	Rain	Frost	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Tue	Rain	Wet	Night
fatal	Mon	Fine	Dry	Night
fatal	Mon	Fine	Wet	Night
fatal	Fri	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Tue	Fog/Mist	Wet	Night
fatal	Tue	Rain	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Thu	Fine	Wet	Night
fatal	Mon	Rain	Wet	Night
fatal	Thu	Fine	Wet	Night
fatal	Wed	Fine	Wet	Night
fatal	Wed	Fine	Dry	Night
fatal	Wed	Fine	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sat	Fine	Wet	Night
fatal	Wed	Fine	Wet	Night
fatal	Wed	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Sat	Other	Wet	Night
fatal	Mon	Fine	Dry	Night
fatal	Fri	Rain	Wet	Night
fatal	Sat	Rain	Wet	Night
fatal	Sat	Rain	Wet	Night
fatal	Fri	Rain	Wet	Night
fatal	Fri	Fine	Dry	Night
fatal	Fri	Rain	Wet	Night
fatal	Mon	Rain	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Mon	Rain	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Mon	Fine	Wet	Night
fatal	Sun	Fine	Wet	Night
fatal	Wed	Rain	Wet	Night
fatal	Tue	Fine	Dry	Night
fatal	Tue	Fine	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Wed	Unkn	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Sat	Fog/Mist	Wet	Night
fatal	Sat	Fine	Wet	Night
fatal	Thu	Fine	Wet	Night
fatal	Wed	Fine	Wet	Night
fatal	Mon	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Mon	Other	Wet	Night
fatal	Sun	Rain	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Fri	Rain+hw	Wet	Night
fatal	Sat	Fine	Wet	Night
fatal	Wed	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sun	Rain	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Sun	Unkn	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Mon	Unkn	Dry	Night
fatal	Sun	Rain	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Mon	Unkn	Dry	Night
fatal	Sat	Rain	Wet	Night
fatal	Mon	Unkn	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Tue	Fine	Frost	Night
fatal	Fri	Fine	Dry	Night
fatal	Mon	Unkn	Dry	Night
fatal	Wed	Fine	Wet	Night
fatal	Sun	Fine	Wet	Night
fatal	Tue	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Mon	Rain	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Unkn	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Fri	Rain	Wet	Night
fatal	Fri	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Sat	Rain	Wet	Night
fatal	Fri	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Mon	Fine	Dry	Night
fatal	Fri	Fine	Wet	Night
fatal	Mon	Fine	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Mon	Fine	Wet	Night
fatal	Sat	Fine	Dry	Night
fatal	Thu	Fine	Frost	Night
fatal	Mon	Fine	Wet	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Wet	Night
fatal	Fri	Fine	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Tue	Fine	Wet	Night
fatal	Fri	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Tue	Rain	Wet	Night
fatal	Thu	Rain	Wet	Night
fatal	Tue	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Mon	Rain	Wet	Night
fatal	Mon	Fine	Dry	Night
fatal	Thu	Fine	Wet	Night
fatal	Mon	Fine	Dry	Night
fatal	Thu	Fine	Wet	Night
fatal	Tue	Fine	Wet	Night
fatal	Tue	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Sun	Fine	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Fri	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Fri	Fine	Wet	Night
fatal	Wed	Fine	Dry	Night
fatal	Sun	Fine	Dry	Night
fatal	Fri	Fine	Wet	Night
fatal	Thu	Fine	Wet	Night
fatal	Sat	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Fri	Rain+hw	Wet	Night
fatal	Tue	Other	Wet	Night
fatal	Fri	Fine	Dry	Night
fatal	Sun	Fine	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Thu	Rain	Wet	Night
fatal	Sat	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Sat	Rain	Wet	Night
fatal	Sun	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Tue	Fine	Dry	Night
fatal	Sat	Fine	Dry	Night
fatal	Wed	Fine	Dry	Night
fatal	Sat	Rain	Wet	Night
fatal	Mon	Fine	Wet	Night
fatal	Mon	Fine	Dry	Night
fatal	Thu	Fine	Dry	Night
fatal	Fri	Fine+hw	Dry	Night
fatal	Fri	Fine	Dry	Night
